Remittance-sending country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas. The,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Congo. Dem. Rep.,Congo. Rep.,Costa Rica,Cªte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt. Arab Rep.,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia. The,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong SAR. China,Hungary,Iceland,India,Indonesia,Iran. Islamic Rep.,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea. Dem. Rep.,Korea. Rep.,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao SAR. China,Macedonia. FYR,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mayotte,Mexico,Micronesia. Fed. Sts.,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,SÜo Tom_ and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela. RB,Vietnam,Virgin Islands (U.S.),West Bank and Gaza,Yemen. Rep.,Zambia,Zimbabwe,Total
Peru,0,0,0,,,0,0,2,0,,0,1,0,,,0,0,0,6,0,0,,0,3,0,0,6,,0,0,0,0,0,,0,,,,,0,15,3,,,,1,0,0,,0,0,0,0,0,0,2,0,0,,,0,0,,0,0,9,,,0,0,5,0,,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,4,0,5,0,0,0,,,2,,,0,0,0,1,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,1,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,1,0,0,0,1,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,,,,0,0,,1,8,0,,0,0,0,,,0,0,,103
Philippines,0,0,1,,,0,4,0,0,,11,10,0,,,2,0,0,23,0,0,,0,1,0,0,16,,1,0,0,0,0,,0,,,,,0,245,0,,,,0,0,0,,0,0,5,0,0,2,0,2,0,,,0,0,,0,1,5,,,0,0,8,0,,0,,0,,1,0,0,0,0,0,0,1,0,23,13,1,0,0,,1,3,0,27,0,0,1,,,12,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,2,1,,,0,0,0,5,,6,0,3,,0,0,0,1,0,0,0,,,0,0,0,0,,0,1,0,0,0,0,,0,0,0,,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,,0,0,0,1,0,,,,0,0,,74,84,0,,0,0,2,,,0,0,,610
Poland,0,0,1,,,0,0,0,3,,2,20,0,,,0,0,42,58,0,0,,0,0,4,0,1,,2,0,0,0,0,,0,,,,,0,5,0,,,,0,0,2,,0,35,4,0,0,0,0,1,0,,,1,0,,0,1,400,,,0,0,402,0,,1,,0,,0,0,0,0,0,0,0,6,0,2,0,0,0,0,,1,7,0,1,1,0,0,,,1,,,0,0,6,3,0,0,,,266,3,0,0,,0,0,0,0,0,,,0,,0,,1,,3,0,0,0,,0,0,2,,,0,0,0,6,,1,0,0,,0,0,0,0,0,0,0,,,5,27,0,0,,0,0,0,0,0,0,,5,1,0,,0,6,0,0,0,0,0,0,0,2,3,1,0,0,0,,0,0,0,1,0,,,,0,331,,5,17,0,,0,0,9,,,0,0,,1714
Portugal,0,0,0,,,0,0,1,0,,6,3,0,,,1,0,0,89,0,0,,0,0,0,0,243,,1,0,0,0,0,,59,,,,,0,21,1,,,,0,0,0,,0,1,3,0,0,0,1,1,0,,,1,0,,0,1,1488,,,0,0,132,0,,0,,0,,0,0,16,0,0,0,0,1,0,54,0,0,0,1,,0,6,0,1,0,0,1,,,1,,,0,0,0,1,0,0,,,1,133,5,0,,0,0,0,0,0,,,0,,1,,11,,0,0,4,16,,0,0,8,,,0,0,0,5,,2,0,4,,1,0,0,1,2,1,0,,,5,2,0,0,,4,0,2,0,0,0,,0,0,0,,20,143,0,0,0,0,0,0,0,2,139,0,0,0,0,,0,0,0,0,0,,,,0,16,,25,19,0,,0,7,0,,,0,0,,2714
Puerto Rico,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,377,0,,0,0,0,,,0,0,,377
Qatar,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,698,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,2294,0,183,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,1987,0,,,0,0,0,0,,0,0,1233,,0,0,0,0,965,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,7768
Romania,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,22,0,0,0,0,,0,,,,,0,13,0,,,,0,0,3,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,9,0,,2,,0,,0,0,0,0,0,0,0,25,0,0,0,0,0,0,,0,5,0,0,0,0,0,,,0,,,0,0,0,10,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,85,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,4,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,0,0,0,0,1,,,,0,13,,0,3,0,,0,0,0,,,0,0,,210
Russian Federation,0,0,0,,,0,0,0,827,,0,0,1125,,,0,0,358,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,155,0,,0,0,0,,,0,663,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,117,0,,,0,,,1600,0,270,0,0,0,,,276,0,0,0,,0,0,0,0,0,,,0,,0,,671,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2159,0,0,,0,0,0,0,0,,,,0,3628,,0,0,0,,0,0,0,,,0,0,,11848
Rwanda,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,54,0,0,,0,0,0,0,0,,0,0,4,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,,,19,0,,0,0,0,,0,0,0,,,0,0,,88
Samoa,0,0,0,,,0,0,0,0,,2,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,1,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,4,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,1,0,,0,0,0,,,0,0,,10
San Marino,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,23
SÜo Tom_ and Principe,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,1,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,1,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,2
Saudi Arabia,4,0,0,,,0,0,0,0,,0,0,0,,,1547,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,5667,0,,,0,26,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,8382,839,0,0,0,,0,0,0,0,948,0,0,,,0,,,0,0,0,627,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,43,0,,0,105,0,,,0,0,0,329,,0,0,2967,,0,0,0,0,2801,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,1257,0,0,0,407,0,0,0,0,255,0,0,116,,0,0,0,40,19,,,,0,0,,57,68,0,,0,0,0,,,1142,0,,27645
Senegal,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,6,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,190,,,4,0,0,0,,0,,0,,0,9,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,6,0,0,,,0,0,0,0,,0,0,0,6,0,,,0,,0,,0,,0,0,5,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,,,,0,0,,0,1,0,,0,0,0,,,0,0,,236
Serbia,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Seychelles,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Sierra Leone,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,2,0,0,0,,0,,0,,0,7,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,9,0,10,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,29,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,1,1,0,,0,0,0,,,0,0,,62
Singapore,0,0,0,,,0,0,0,0,,0,0,0,,,105,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,3929,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,1225,401,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,927,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,95,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,20,0,,0,0,0,,,0,0,,6717
Slovak Republic,0,0,0,,,0,0,0,0,,1,12,0,,,0,0,0,12,0,0,,0,0,0,0,0,,1,0,0,0,0,,0,,,,,0,7,0,,,,0,0,1,,0,352,1,0,0,0,0,1,0,,,0,0,,0,0,24,,,0,0,11,0,,0,,0,,0,0,0,0,0,0,0,63,0,1,0,0,0,0,,1,2,0,1,0,0,0,,,1,,,0,0,0,1,0,0,,,0,0,0,2,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,1,,,0,0,0,1,,0,0,0,,0,0,0,0,0,9,0,,,3,2,0,0,,0,0,0,0,0,0,,0,1,0,,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,,0,0,0,0,0,,,,0,8,,2,4,0,,0,0,6,,,0,0,,545
Slovenia,0,0,0,,,0,0,0,0,,0,4,0,,,0,0,0,1,0,0,,0,0,102,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,46,,0,2,0,0,0,0,0,0,0,,,0,0,,0,0,4,,,0,0,6,0,,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,3,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,13,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,1,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,,,0,2,,1,0,0,,0,0,0,,,0,0,,188
Solomon Islands,0,0,0,,,0,0,0,0,,2,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,2,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,1,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,8
Somalia,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
South Africa,0,0,0,,,0,0,0,0,,10,0,0,,,0,0,0,0,0,0,,0,0,0,36,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,509,0,,,0,0,0,0,,2,0,0,0,0,,,0,,0,,0,,0,0,0,45,,0,0,0,,,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,642
Spain,0,1,95,,,0,0,200,23,,23,52,1,,,33,0,2,1176,0,0,,0,431,3,0,580,,206,0,0,0,3,,5,,,,,0,991,751,,,,13,1,4,,0,52,64,0,1,417,1180,25,23,,,3,1,,0,34,2797,,,28,12,1048,4,,2,,0,,34,4,4,0,1,128,0,37,1,203,8,5,1,17,,4,190,1,22,14,0,5,,,19,,,1,0,8,39,0,2,,,76,47,0,0,,0,1,0,21,0,,,1,,89,,47,,1,0,1737,0,,0,5,103,,,1,18,0,934,,79,0,175,,16,0,149,472,198,188,269,,,1069,30,1,0,,0,1,154,0,0,1,,26,5,0,,3,0,3,0,0,0,1,0,0,55,582,13,0,0,9,,1,0,0,9,1,,,,0,95,,726,72,29,,1,40,8,,,0,0,,18595
Sri Lanka,0,0,0,,,0,0,0,0,,2,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,2,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,5,,,0,0,1,0,,0,,0,,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,1,0,0,,0,0,0,,,0,0,,1422
St. Kitts and Nevis,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,1,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,2,0,,0,0,0,,,0,0,,5
St. Lucia,0,0,0,,,0,0,0,0,,0,0,0,,,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,4,2,0,,0,0,0,,,0,0,,9
St. Vincent and the Grenadines,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,,,,0,0,,1,1,0,,0,0,0,,,0,0,,5
Sudan,0,0,1,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,3,0,,,,0,0,0,,0,0,0,0,0,0,0,54,0,,,0,59,,0,0,2,,,0,0,2,0,,0,,0,,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,0,0,0,0,2,0,0,,,0,,,0,0,0,2,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,1,0,,0,0,0,,,0,0,0,418,,0,0,1,,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,,,,1,0,,1,1,0,,0,0,0,,,3,0,,565
Suriname,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,21,,0,0,0,0,0,,0,,,,,0,24,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,35,,,0,0,0,0,,0,,0,,0,0,0,6,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,18,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,1,0,,0,0,0,,,0,0,,106
Swaziland,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,2,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,13
Sweden,3,1,4,,,0,0,2,2,,11,35,1,,,18,0,1,36,0,0,,0,5,80,0,18,,6,0,0,0,0,,0,,,,,0,124,21,,,,1,0,13,,0,32,229,0,0,1,4,18,9,,,37,15,,0,492,84,,,6,0,185,0,,6,,0,,5,0,0,0,0,1,0,72,4,105,8,63,32,2,,3,17,1,11,10,0,6,,,56,,,1,0,10,282,0,2,,,7,5,0,3,,0,1,0,0,0,,,0,,3,,1,,1,0,15,0,,0,2,11,,,1,1,0,31,,195,0,16,,1,0,0,17,46,138,5,,,22,7,0,0,,0,2,1,0,0,0,,13,4,0,,2,50,27,0,0,0,2,0,0,0,24,51,1,1,133,,1,0,0,13,9,,,,9,4,,35,30,1,,0,0,65,,,0,0,,3201
Switzerland,1,1,11,,,0,0,4,1,,14,305,0,,,4,0,0,272,0,0,,0,3,73,0,66,,4,0,0,2,2,,2,,,,,0,65,14,,,,2,1,52,,0,70,22,0,0,21,5,34,2,,,1,3,,0,11,1272,,,0,0,807,1,,4,,0,,4,0,0,0,3,2,0,68,0,69,10,6,1,2,,3,562,1,18,2,0,8,,,10,,,0,0,2,53,0,1,,,2,46,0,44,,0,1,0,0,0,,,4,,6,,1,,2,0,28,0,,0,4,34,,,2,1,0,50,,8,0,10,,1,0,1,17,57,27,206,,,11,4,1,0,,0,1,4,0,0,0,,14,18,0,,7,530,99,0,0,0,1,0,0,18,0,5,0,0,63,,1,0,0,24,15,,,,2,2,,52,46,0,,0,1,47,,,0,0,,5503
